split,feature_col,importance,source_product,feature
d3_to_d4,TRANSLATOR_VOID_BLUE__ret10,3.2412191996698365e-06,TRANSLATOR_VOID_BLUE,ret10
d3_to_d4,PEBBLES_XS__ret10,3.1940330198726577e-06,PEBBLES_XS,ret10
d3_to_d4,TRANSLATOR_ASTRO_BLACK__ret10,2.9931006020590713e-06,TRANSLATOR_ASTRO_BLACK,ret10
d3_to_d4,PEBBLES_S__ret10,2.4496066049821267e-06,PEBBLES_S,ret10
d3_to_d4,SLEEP_POD_POLYESTER__ret1,2.2250124185059144e-06,SLEEP_POD_POLYESTER,ret1
d3_to_d4,GALAXY_SOUNDS_PLANETARY_RINGS__ret10,1.5557813646043347e-06,GALAXY_SOUNDS_PLANETARY_RINGS,ret10
d3_to_d4,OXYGEN_SHAKE_MORNING_BREATH__ret1,1.5303846410790518e-06,OXYGEN_SHAKE_MORNING_BREATH,ret1
d3_to_d4,MICROCHIP_RECTANGLE__ret10,1.5126997079028309e-06,MICROCHIP_RECTANGLE,ret10
d3_to_d4,SLEEP_POD_POLYESTER__spread,1.2157113863632961e-06,SLEEP_POD_POLYESTER,spread
d3_to_d4,UV_VISOR_MAGENTA__ret1,1.0241857125269836e-06,UV_VISOR_MAGENTA,ret1
d3_to_d4,MICROCHIP_CIRCLE__ret1,8.794204940547758e-07,MICROCHIP_CIRCLE,ret1
d3_to_d4,OXYGEN_SHAKE_GARLIC__ret1,8.162566006648698e-07,OXYGEN_SHAKE_GARLIC,ret1
d3_to_d4,SLEEP_POD_LAMB_WOOL__spread,8.125372475231135e-07,SLEEP_POD_LAMB_WOOL,spread
d3_to_d4,SNACKPACK_RASPBERRY__ret10,7.468710573515096e-07,SNACKPACK_RASPBERRY,ret10
d3_to_d4,UV_VISOR_RED__spread,7.458696552296605e-07,UV_VISOR_RED,spread
d3_to_d4,OXYGEN_SHAKE_MORNING_BREATH__spread,7.322378503385833e-07,OXYGEN_SHAKE_MORNING_BREATH,spread
d3_to_d4,PANEL_1X2__ret1,7.313744352739497e-07,PANEL_1X2,ret1
d3_to_d4,MICROCHIP_SQUARE__spread,6.45975772299685e-07,MICROCHIP_SQUARE,spread
d3_to_d4,ROBOT_MOPPING__ret1,5.778210336646586e-07,ROBOT_MOPPING,ret1
d3_to_d4,PANEL_2X2__spread,4.948696502471464e-07,PANEL_2X2,spread
d3_to_d4,SLEEP_POD_LAMB_WOOL__ret1,4.617349357006447e-07,SLEEP_POD_LAMB_WOOL,ret1
d3_to_d4,SLEEP_POD_COTTON__ret1,4.0157740828278147e-07,SLEEP_POD_COTTON,ret1
d3_to_d4,SLEEP_POD_NYLON__ret1,3.73696646922271e-07,SLEEP_POD_NYLON,ret1
d3_to_d4,UV_VISOR_MAGENTA__spread,3.521093467679602e-07,UV_VISOR_MAGENTA,spread
d3_to_d4,PEBBLES_L__ret1,2.3066939280940386e-07,PEBBLES_L,ret1
d3_to_d4,SLEEP_POD_SUEDE__ret1,1.7925264136041288e-07,SLEEP_POD_SUEDE,ret1
d3_to_d4,PANEL_2X2__ret1,1.4385467731563222e-07,PANEL_2X2,ret1
d3_to_d4,MICROCHIP_RECTANGLE__spread,1.4258697885778368e-07,MICROCHIP_RECTANGLE,spread
d3_to_d4,SNACKPACK_CHOCOLATE__ret1,1.2016532698396888e-07,SNACKPACK_CHOCOLATE,ret1
d3_to_d4,TRANSLATOR_SPACE_GRAY__ret1,9.69068416083665e-08,TRANSLATOR_SPACE_GRAY,ret1
d3_to_d4,GALAXY_SOUNDS_BLACK_HOLES__ret1,0.0,GALAXY_SOUNDS_BLACK_HOLES,ret1
d3_to_d4,GALAXY_SOUNDS_DARK_MATTER__ret1,0.0,GALAXY_SOUNDS_DARK_MATTER,ret1
d3_to_d4,GALAXY_SOUNDS_PLANETARY_RINGS__ret1,0.0,GALAXY_SOUNDS_PLANETARY_RINGS,ret1
d3_to_d4,GALAXY_SOUNDS_SOLAR_FLAMES__ret1,0.0,GALAXY_SOUNDS_SOLAR_FLAMES,ret1
d3_to_d4,GALAXY_SOUNDS_SOLAR_WINDS__ret1,0.0,GALAXY_SOUNDS_SOLAR_WINDS,ret1
d3_to_d4,MICROCHIP_OVAL__ret1,0.0,MICROCHIP_OVAL,ret1
d3_to_d4,MICROCHIP_RECTANGLE__ret1,0.0,MICROCHIP_RECTANGLE,ret1
d3_to_d4,MICROCHIP_SQUARE__ret1,0.0,MICROCHIP_SQUARE,ret1
d3_to_d4,MICROCHIP_TRIANGLE__ret1,0.0,MICROCHIP_TRIANGLE,ret1
d3_to_d4,OXYGEN_SHAKE_CHOCOLATE__ret1,0.0,OXYGEN_SHAKE_CHOCOLATE,ret1
d3_to_d4,OXYGEN_SHAKE_EVENING_BREATH__ret1,0.0,OXYGEN_SHAKE_EVENING_BREATH,ret1
d3_to_d4,OXYGEN_SHAKE_MINT__ret1,0.0,OXYGEN_SHAKE_MINT,ret1
d3_to_d4,PANEL_1X4__ret1,0.0,PANEL_1X4,ret1
d3_to_d4,PANEL_2X4__ret1,0.0,PANEL_2X4,ret1
d3_to_d4,PANEL_4X4__ret1,0.0,PANEL_4X4,ret1
d3_to_d4,PEBBLES_M__ret1,0.0,PEBBLES_M,ret1
d3_to_d4,PEBBLES_S__ret1,0.0,PEBBLES_S,ret1
d3_to_d4,PEBBLES_XL__ret1,0.0,PEBBLES_XL,ret1
d3_to_d4,PEBBLES_XS__ret1,0.0,PEBBLES_XS,ret1
d3_to_d4,ROBOT_DISHES__ret1,0.0,ROBOT_DISHES,ret1
d3_to_d4,ROBOT_IRONING__ret1,0.0,ROBOT_IRONING,ret1
d3_to_d4,ROBOT_LAUNDRY__ret1,0.0,ROBOT_LAUNDRY,ret1
d3_to_d4,ROBOT_VACUUMING__ret1,0.0,ROBOT_VACUUMING,ret1
d3_to_d4,SNACKPACK_PISTACHIO__ret1,0.0,SNACKPACK_PISTACHIO,ret1
d3_to_d4,SNACKPACK_RASPBERRY__ret1,0.0,SNACKPACK_RASPBERRY,ret1
d3_to_d4,SNACKPACK_STRAWBERRY__ret1,0.0,SNACKPACK_STRAWBERRY,ret1
d3_to_d4,SNACKPACK_VANILLA__ret1,0.0,SNACKPACK_VANILLA,ret1
d3_to_d4,TRANSLATOR_ASTRO_BLACK__ret1,0.0,TRANSLATOR_ASTRO_BLACK,ret1
d3_to_d4,TRANSLATOR_ECLIPSE_CHARCOAL__ret1,0.0,TRANSLATOR_ECLIPSE_CHARCOAL,ret1
d3_to_d4,TRANSLATOR_GRAPHITE_MIST__ret1,0.0,TRANSLATOR_GRAPHITE_MIST,ret1
d3_to_d4,TRANSLATOR_VOID_BLUE__ret1,0.0,TRANSLATOR_VOID_BLUE,ret1
d3_to_d4,UV_VISOR_AMBER__ret1,0.0,UV_VISOR_AMBER,ret1
d3_to_d4,UV_VISOR_ORANGE__ret1,0.0,UV_VISOR_ORANGE,ret1
d3_to_d4,UV_VISOR_RED__ret1,0.0,UV_VISOR_RED,ret1
d3_to_d4,UV_VISOR_YELLOW__ret1,0.0,UV_VISOR_YELLOW,ret1
d3_to_d4,GALAXY_SOUNDS_BLACK_HOLES__ret10,0.0,GALAXY_SOUNDS_BLACK_HOLES,ret10
d3_to_d4,GALAXY_SOUNDS_DARK_MATTER__ret10,0.0,GALAXY_SOUNDS_DARK_MATTER,ret10
d3_to_d4,GALAXY_SOUNDS_SOLAR_FLAMES__ret10,0.0,GALAXY_SOUNDS_SOLAR_FLAMES,ret10
d3_to_d4,MICROCHIP_CIRCLE__ret10,0.0,MICROCHIP_CIRCLE,ret10
d3_to_d4,MICROCHIP_OVAL__ret10,0.0,MICROCHIP_OVAL,ret10
d3_to_d4,MICROCHIP_SQUARE__ret10,0.0,MICROCHIP_SQUARE,ret10
d3_to_d4,MICROCHIP_TRIANGLE__ret10,0.0,MICROCHIP_TRIANGLE,ret10
d3_to_d4,OXYGEN_SHAKE_EVENING_BREATH__ret10,0.0,OXYGEN_SHAKE_EVENING_BREATH,ret10
d3_to_d4,OXYGEN_SHAKE_MORNING_BREATH__ret10,0.0,OXYGEN_SHAKE_MORNING_BREATH,ret10
d3_to_d4,PANEL_1X4__ret10,0.0,PANEL_1X4,ret10
d3_to_d4,PANEL_2X4__ret10,0.0,PANEL_2X4,ret10
d3_to_d4,PANEL_4X4__ret10,0.0,PANEL_4X4,ret10
d3_to_d4,PEBBLES_M__ret10,0.0,PEBBLES_M,ret10
d3_to_d4,ROBOT_DISHES__ret10,0.0,ROBOT_DISHES,ret10
d3_to_d4,ROBOT_IRONING__ret10,0.0,ROBOT_IRONING,ret10
d3_to_d4,ROBOT_VACUUMING__ret10,0.0,ROBOT_VACUUMING,ret10
d3_to_d4,SLEEP_POD_COTTON__ret10,0.0,SLEEP_POD_COTTON,ret10
d3_to_d4,SLEEP_POD_LAMB_WOOL__ret10,0.0,SLEEP_POD_LAMB_WOOL,ret10
d3_to_d4,SLEEP_POD_NYLON__ret10,0.0,SLEEP_POD_NYLON,ret10
d3_to_d4,SLEEP_POD_POLYESTER__ret10,0.0,SLEEP_POD_POLYESTER,ret10
d3_to_d4,SLEEP_POD_SUEDE__ret10,0.0,SLEEP_POD_SUEDE,ret10
d3_to_d4,SNACKPACK_PISTACHIO__ret10,0.0,SNACKPACK_PISTACHIO,ret10
d3_to_d4,SNACKPACK_VANILLA__ret10,0.0,SNACKPACK_VANILLA,ret10
d3_to_d4,TRANSLATOR_ECLIPSE_CHARCOAL__ret10,0.0,TRANSLATOR_ECLIPSE_CHARCOAL,ret10
d3_to_d4,TRANSLATOR_GRAPHITE_MIST__ret10,0.0,TRANSLATOR_GRAPHITE_MIST,ret10
d3_to_d4,TRANSLATOR_SPACE_GRAY__ret10,0.0,TRANSLATOR_SPACE_GRAY,ret10
d3_to_d4,UV_VISOR_AMBER__ret10,0.0,UV_VISOR_AMBER,ret10
d3_to_d4,UV_VISOR_MAGENTA__ret10,0.0,UV_VISOR_MAGENTA,ret10
d3_to_d4,UV_VISOR_RED__ret10,0.0,UV_VISOR_RED,ret10
d3_to_d4,GALAXY_SOUNDS_BLACK_HOLES__spread,0.0,GALAXY_SOUNDS_BLACK_HOLES,spread
d3_to_d4,GALAXY_SOUNDS_DARK_MATTER__spread,0.0,GALAXY_SOUNDS_DARK_MATTER,spread
d3_to_d4,GALAXY_SOUNDS_PLANETARY_RINGS__spread,0.0,GALAXY_SOUNDS_PLANETARY_RINGS,spread
d3_to_d4,GALAXY_SOUNDS_SOLAR_FLAMES__spread,0.0,GALAXY_SOUNDS_SOLAR_FLAMES,spread
d3_to_d4,GALAXY_SOUNDS_SOLAR_WINDS__spread,0.0,GALAXY_SOUNDS_SOLAR_WINDS,spread
d3_to_d4,MICROCHIP_CIRCLE__spread,0.0,MICROCHIP_CIRCLE,spread
d3_to_d4,MICROCHIP_OVAL__spread,0.0,MICROCHIP_OVAL,spread
d3_to_d4,MICROCHIP_TRIANGLE__spread,0.0,MICROCHIP_TRIANGLE,spread
d3_to_d4,OXYGEN_SHAKE_CHOCOLATE__spread,0.0,OXYGEN_SHAKE_CHOCOLATE,spread
d3_to_d4,OXYGEN_SHAKE_EVENING_BREATH__spread,0.0,OXYGEN_SHAKE_EVENING_BREATH,spread
d3_to_d4,OXYGEN_SHAKE_GARLIC__spread,0.0,OXYGEN_SHAKE_GARLIC,spread
d3_to_d4,OXYGEN_SHAKE_MINT__spread,0.0,OXYGEN_SHAKE_MINT,spread
d3_to_d4,PANEL_1X2__spread,0.0,PANEL_1X2,spread
d3_to_d4,PANEL_1X4__spread,0.0,PANEL_1X4,spread
d3_to_d4,PANEL_2X4__spread,0.0,PANEL_2X4,spread
d3_to_d4,PANEL_4X4__spread,0.0,PANEL_4X4,spread
d3_to_d4,PEBBLES_L__spread,0.0,PEBBLES_L,spread
d3_to_d4,PEBBLES_M__spread,0.0,PEBBLES_M,spread
d3_to_d4,PEBBLES_S__spread,0.0,PEBBLES_S,spread
d3_to_d4,PEBBLES_XL__spread,0.0,PEBBLES_XL,spread
d3_to_d4,PEBBLES_XS__spread,0.0,PEBBLES_XS,spread
d3_to_d4,ROBOT_DISHES__spread,0.0,ROBOT_DISHES,spread
d3_to_d4,ROBOT_LAUNDRY__spread,0.0,ROBOT_LAUNDRY,spread
d3_to_d4,ROBOT_MOPPING__spread,0.0,ROBOT_MOPPING,spread
d3_to_d4,ROBOT_VACUUMING__spread,0.0,ROBOT_VACUUMING,spread
d3_to_d4,SLEEP_POD_COTTON__spread,0.0,SLEEP_POD_COTTON,spread
d3_to_d4,SLEEP_POD_NYLON__spread,0.0,SLEEP_POD_NYLON,spread
d3_to_d4,SLEEP_POD_SUEDE__spread,0.0,SLEEP_POD_SUEDE,spread
d3_to_d4,SNACKPACK_CHOCOLATE__spread,0.0,SNACKPACK_CHOCOLATE,spread
d3_to_d4,SNACKPACK_PISTACHIO__spread,0.0,SNACKPACK_PISTACHIO,spread
d3_to_d4,SNACKPACK_RASPBERRY__spread,0.0,SNACKPACK_RASPBERRY,spread
d3_to_d4,SNACKPACK_STRAWBERRY__spread,0.0,SNACKPACK_STRAWBERRY,spread
d3_to_d4,SNACKPACK_VANILLA__spread,0.0,SNACKPACK_VANILLA,spread
d3_to_d4,TRANSLATOR_ASTRO_BLACK__spread,0.0,TRANSLATOR_ASTRO_BLACK,spread
d3_to_d4,TRANSLATOR_ECLIPSE_CHARCOAL__spread,0.0,TRANSLATOR_ECLIPSE_CHARCOAL,spread
d3_to_d4,TRANSLATOR_GRAPHITE_MIST__spread,0.0,TRANSLATOR_GRAPHITE_MIST,spread
d3_to_d4,TRANSLATOR_SPACE_GRAY__spread,0.0,TRANSLATOR_SPACE_GRAY,spread
d3_to_d4,TRANSLATOR_VOID_BLUE__spread,0.0,TRANSLATOR_VOID_BLUE,spread
d3_to_d4,UV_VISOR_AMBER__spread,0.0,UV_VISOR_AMBER,spread
d3_to_d4,UV_VISOR_ORANGE__spread,0.0,UV_VISOR_ORANGE,spread
d3_to_d4,UV_VISOR_YELLOW__spread,0.0,UV_VISOR_YELLOW,spread
d3_to_d4,GALAXY_SOUNDS_BLACK_HOLES__imbalance1,0.0,GALAXY_SOUNDS_BLACK_HOLES,imbalance1
d3_to_d4,GALAXY_SOUNDS_DARK_MATTER__imbalance1,0.0,GALAXY_SOUNDS_DARK_MATTER,imbalance1
d3_to_d4,GALAXY_SOUNDS_PLANETARY_RINGS__imbalance1,0.0,GALAXY_SOUNDS_PLANETARY_RINGS,imbalance1
d3_to_d4,GALAXY_SOUNDS_SOLAR_FLAMES__imbalance1,0.0,GALAXY_SOUNDS_SOLAR_FLAMES,imbalance1
d3_to_d4,GALAXY_SOUNDS_SOLAR_WINDS__imbalance1,0.0,GALAXY_SOUNDS_SOLAR_WINDS,imbalance1
d3_to_d4,MICROCHIP_CIRCLE__imbalance1,0.0,MICROCHIP_CIRCLE,imbalance1
d3_to_d4,MICROCHIP_OVAL__imbalance1,0.0,MICROCHIP_OVAL,imbalance1
d3_to_d4,MICROCHIP_RECTANGLE__imbalance1,0.0,MICROCHIP_RECTANGLE,imbalance1
d3_to_d4,MICROCHIP_SQUARE__imbalance1,0.0,MICROCHIP_SQUARE,imbalance1
d3_to_d4,MICROCHIP_TRIANGLE__imbalance1,0.0,MICROCHIP_TRIANGLE,imbalance1
d3_to_d4,OXYGEN_SHAKE_CHOCOLATE__imbalance1,0.0,OXYGEN_SHAKE_CHOCOLATE,imbalance1
d3_to_d4,OXYGEN_SHAKE_EVENING_BREATH__imbalance1,0.0,OXYGEN_SHAKE_EVENING_BREATH,imbalance1
d3_to_d4,OXYGEN_SHAKE_GARLIC__imbalance1,0.0,OXYGEN_SHAKE_GARLIC,imbalance1
d3_to_d4,OXYGEN_SHAKE_MINT__imbalance1,0.0,OXYGEN_SHAKE_MINT,imbalance1
d3_to_d4,OXYGEN_SHAKE_MORNING_BREATH__imbalance1,0.0,OXYGEN_SHAKE_MORNING_BREATH,imbalance1
d3_to_d4,PANEL_1X2__imbalance1,0.0,PANEL_1X2,imbalance1
d3_to_d4,PANEL_1X4__imbalance1,0.0,PANEL_1X4,imbalance1
d3_to_d4,PANEL_2X2__imbalance1,0.0,PANEL_2X2,imbalance1
d3_to_d4,PANEL_2X4__imbalance1,0.0,PANEL_2X4,imbalance1
d3_to_d4,PANEL_4X4__imbalance1,0.0,PANEL_4X4,imbalance1
d3_to_d4,PEBBLES_L__imbalance1,0.0,PEBBLES_L,imbalance1
d3_to_d4,PEBBLES_M__imbalance1,0.0,PEBBLES_M,imbalance1
d3_to_d4,PEBBLES_S__imbalance1,0.0,PEBBLES_S,imbalance1
d3_to_d4,PEBBLES_XL__imbalance1,0.0,PEBBLES_XL,imbalance1
d3_to_d4,PEBBLES_XS__imbalance1,0.0,PEBBLES_XS,imbalance1
d3_to_d4,ROBOT_DISHES__imbalance1,0.0,ROBOT_DISHES,imbalance1
d3_to_d4,ROBOT_IRONING__imbalance1,0.0,ROBOT_IRONING,imbalance1
d3_to_d4,ROBOT_LAUNDRY__imbalance1,0.0,ROBOT_LAUNDRY,imbalance1
d3_to_d4,ROBOT_MOPPING__imbalance1,0.0,ROBOT_MOPPING,imbalance1
d3_to_d4,ROBOT_VACUUMING__imbalance1,0.0,ROBOT_VACUUMING,imbalance1
d3_to_d4,SLEEP_POD_COTTON__imbalance1,0.0,SLEEP_POD_COTTON,imbalance1
d3_to_d4,SLEEP_POD_LAMB_WOOL__imbalance1,0.0,SLEEP_POD_LAMB_WOOL,imbalance1
d3_to_d4,SLEEP_POD_NYLON__imbalance1,0.0,SLEEP_POD_NYLON,imbalance1
d3_to_d4,SLEEP_POD_POLYESTER__imbalance1,0.0,SLEEP_POD_POLYESTER,imbalance1
d3_to_d4,SLEEP_POD_SUEDE__imbalance1,0.0,SLEEP_POD_SUEDE,imbalance1
d3_to_d4,SNACKPACK_CHOCOLATE__imbalance1,0.0,SNACKPACK_CHOCOLATE,imbalance1
d3_to_d4,SNACKPACK_PISTACHIO__imbalance1,0.0,SNACKPACK_PISTACHIO,imbalance1
d3_to_d4,SNACKPACK_RASPBERRY__imbalance1,0.0,SNACKPACK_RASPBERRY,imbalance1
d3_to_d4,SNACKPACK_STRAWBERRY__imbalance1,0.0,SNACKPACK_STRAWBERRY,imbalance1
d3_to_d4,SNACKPACK_VANILLA__imbalance1,0.0,SNACKPACK_VANILLA,imbalance1
d3_to_d4,TRANSLATOR_ASTRO_BLACK__imbalance1,0.0,TRANSLATOR_ASTRO_BLACK,imbalance1
d3_to_d4,TRANSLATOR_ECLIPSE_CHARCOAL__imbalance1,0.0,TRANSLATOR_ECLIPSE_CHARCOAL,imbalance1
d3_to_d4,TRANSLATOR_GRAPHITE_MIST__imbalance1,0.0,TRANSLATOR_GRAPHITE_MIST,imbalance1
d3_to_d4,TRANSLATOR_SPACE_GRAY__imbalance1,0.0,TRANSLATOR_SPACE_GRAY,imbalance1
d3_to_d4,TRANSLATOR_VOID_BLUE__imbalance1,0.0,TRANSLATOR_VOID_BLUE,imbalance1
d3_to_d4,UV_VISOR_AMBER__imbalance1,0.0,UV_VISOR_AMBER,imbalance1
d3_to_d4,UV_VISOR_MAGENTA__imbalance1,0.0,UV_VISOR_MAGENTA,imbalance1
d3_to_d4,UV_VISOR_ORANGE__imbalance1,0.0,UV_VISOR_ORANGE,imbalance1
d3_to_d4,UV_VISOR_RED__imbalance1,0.0,UV_VISOR_RED,imbalance1
d3_to_d4,UV_VISOR_YELLOW__imbalance1,0.0,UV_VISOR_YELLOW,imbalance1
d3_to_d4,GALAXY_SOUNDS_BLACK_HOLES__imbalance3,0.0,GALAXY_SOUNDS_BLACK_HOLES,imbalance3
d3_to_d4,GALAXY_SOUNDS_DARK_MATTER__imbalance3,0.0,GALAXY_SOUNDS_DARK_MATTER,imbalance3
d3_to_d4,GALAXY_SOUNDS_PLANETARY_RINGS__imbalance3,0.0,GALAXY_SOUNDS_PLANETARY_RINGS,imbalance3
d3_to_d4,GALAXY_SOUNDS_SOLAR_FLAMES__imbalance3,0.0,GALAXY_SOUNDS_SOLAR_FLAMES,imbalance3
d3_to_d4,GALAXY_SOUNDS_SOLAR_WINDS__imbalance3,0.0,GALAXY_SOUNDS_SOLAR_WINDS,imbalance3
d3_to_d4,MICROCHIP_CIRCLE__imbalance3,0.0,MICROCHIP_CIRCLE,imbalance3
d3_to_d4,MICROCHIP_OVAL__imbalance3,0.0,MICROCHIP_OVAL,imbalance3
d3_to_d4,MICROCHIP_RECTANGLE__imbalance3,0.0,MICROCHIP_RECTANGLE,imbalance3
d3_to_d4,MICROCHIP_SQUARE__imbalance3,0.0,MICROCHIP_SQUARE,imbalance3
d3_to_d4,MICROCHIP_TRIANGLE__imbalance3,0.0,MICROCHIP_TRIANGLE,imbalance3
d3_to_d4,OXYGEN_SHAKE_CHOCOLATE__imbalance3,0.0,OXYGEN_SHAKE_CHOCOLATE,imbalance3
d3_to_d4,OXYGEN_SHAKE_EVENING_BREATH__imbalance3,0.0,OXYGEN_SHAKE_EVENING_BREATH,imbalance3
d3_to_d4,OXYGEN_SHAKE_GARLIC__imbalance3,0.0,OXYGEN_SHAKE_GARLIC,imbalance3
d3_to_d4,OXYGEN_SHAKE_MINT__imbalance3,0.0,OXYGEN_SHAKE_MINT,imbalance3
d3_to_d4,OXYGEN_SHAKE_MORNING_BREATH__imbalance3,0.0,OXYGEN_SHAKE_MORNING_BREATH,imbalance3
d3_to_d4,PANEL_1X2__imbalance3,0.0,PANEL_1X2,imbalance3
d3_to_d4,PANEL_1X4__imbalance3,0.0,PANEL_1X4,imbalance3
d3_to_d4,PANEL_2X2__imbalance3,0.0,PANEL_2X2,imbalance3
d3_to_d4,PANEL_2X4__imbalance3,0.0,PANEL_2X4,imbalance3
d3_to_d4,PANEL_4X4__imbalance3,0.0,PANEL_4X4,imbalance3
d3_to_d4,PEBBLES_L__imbalance3,0.0,PEBBLES_L,imbalance3
d3_to_d4,PEBBLES_M__imbalance3,0.0,PEBBLES_M,imbalance3
d3_to_d4,PEBBLES_S__imbalance3,0.0,PEBBLES_S,imbalance3
d3_to_d4,PEBBLES_XL__imbalance3,0.0,PEBBLES_XL,imbalance3
d3_to_d4,PEBBLES_XS__imbalance3,0.0,PEBBLES_XS,imbalance3
d3_to_d4,ROBOT_DISHES__imbalance3,0.0,ROBOT_DISHES,imbalance3
d3_to_d4,ROBOT_IRONING__imbalance3,0.0,ROBOT_IRONING,imbalance3
d3_to_d4,ROBOT_LAUNDRY__imbalance3,0.0,ROBOT_LAUNDRY,imbalance3
d3_to_d4,ROBOT_MOPPING__imbalance3,0.0,ROBOT_MOPPING,imbalance3
d3_to_d4,ROBOT_VACUUMING__imbalance3,0.0,ROBOT_VACUUMING,imbalance3
d3_to_d4,SLEEP_POD_COTTON__imbalance3,0.0,SLEEP_POD_COTTON,imbalance3
d3_to_d4,SLEEP_POD_LAMB_WOOL__imbalance3,0.0,SLEEP_POD_LAMB_WOOL,imbalance3
d3_to_d4,SLEEP_POD_NYLON__imbalance3,0.0,SLEEP_POD_NYLON,imbalance3
d3_to_d4,SLEEP_POD_POLYESTER__imbalance3,0.0,SLEEP_POD_POLYESTER,imbalance3
d3_to_d4,SLEEP_POD_SUEDE__imbalance3,0.0,SLEEP_POD_SUEDE,imbalance3
d3_to_d4,SNACKPACK_CHOCOLATE__imbalance3,0.0,SNACKPACK_CHOCOLATE,imbalance3
d3_to_d4,SNACKPACK_PISTACHIO__imbalance3,0.0,SNACKPACK_PISTACHIO,imbalance3
d3_to_d4,SNACKPACK_RASPBERRY__imbalance3,0.0,SNACKPACK_RASPBERRY,imbalance3
d3_to_d4,SNACKPACK_STRAWBERRY__imbalance3,0.0,SNACKPACK_STRAWBERRY,imbalance3
d3_to_d4,SNACKPACK_VANILLA__imbalance3,0.0,SNACKPACK_VANILLA,imbalance3
d3_to_d4,TRANSLATOR_ASTRO_BLACK__imbalance3,0.0,TRANSLATOR_ASTRO_BLACK,imbalance3
d3_to_d4,TRANSLATOR_ECLIPSE_CHARCOAL__imbalance3,0.0,TRANSLATOR_ECLIPSE_CHARCOAL,imbalance3
d3_to_d4,TRANSLATOR_GRAPHITE_MIST__imbalance3,0.0,TRANSLATOR_GRAPHITE_MIST,imbalance3
d3_to_d4,TRANSLATOR_SPACE_GRAY__imbalance3,0.0,TRANSLATOR_SPACE_GRAY,imbalance3
d3_to_d4,TRANSLATOR_VOID_BLUE__imbalance3,0.0,TRANSLATOR_VOID_BLUE,imbalance3
d3_to_d4,UV_VISOR_AMBER__imbalance3,0.0,UV_VISOR_AMBER,imbalance3
d3_to_d4,UV_VISOR_MAGENTA__imbalance3,0.0,UV_VISOR_MAGENTA,imbalance3
d3_to_d4,UV_VISOR_ORANGE__imbalance3,0.0,UV_VISOR_ORANGE,imbalance3
d3_to_d4,UV_VISOR_RED__imbalance3,0.0,UV_VISOR_RED,imbalance3
d3_to_d4,UV_VISOR_YELLOW__imbalance3,0.0,UV_VISOR_YELLOW,imbalance3
d3_to_d4,GALAXY_SOUNDS_BLACK_HOLES__micro_minus_mid,0.0,GALAXY_SOUNDS_BLACK_HOLES,micro_minus_mid
d3_to_d4,GALAXY_SOUNDS_DARK_MATTER__micro_minus_mid,0.0,GALAXY_SOUNDS_DARK_MATTER,micro_minus_mid
d3_to_d4,GALAXY_SOUNDS_PLANETARY_RINGS__micro_minus_mid,0.0,GALAXY_SOUNDS_PLANETARY_RINGS,micro_minus_mid
d3_to_d4,GALAXY_SOUNDS_SOLAR_FLAMES__micro_minus_mid,0.0,GALAXY_SOUNDS_SOLAR_FLAMES,micro_minus_mid
d3_to_d4,GALAXY_SOUNDS_SOLAR_WINDS__micro_minus_mid,0.0,GALAXY_SOUNDS_SOLAR_WINDS,micro_minus_mid
d3_to_d4,MICROCHIP_CIRCLE__micro_minus_mid,0.0,MICROCHIP_CIRCLE,micro_minus_mid
d3_to_d4,MICROCHIP_OVAL__micro_minus_mid,0.0,MICROCHIP_OVAL,micro_minus_mid
d3_to_d4,MICROCHIP_RECTANGLE__micro_minus_mid,0.0,MICROCHIP_RECTANGLE,micro_minus_mid
d3_to_d4,MICROCHIP_SQUARE__micro_minus_mid,0.0,MICROCHIP_SQUARE,micro_minus_mid
d3_to_d4,MICROCHIP_TRIANGLE__micro_minus_mid,0.0,MICROCHIP_TRIANGLE,micro_minus_mid
d3_to_d4,OXYGEN_SHAKE_CHOCOLATE__micro_minus_mid,0.0,OXYGEN_SHAKE_CHOCOLATE,micro_minus_mid
d3_to_d4,OXYGEN_SHAKE_EVENING_BREATH__micro_minus_mid,0.0,OXYGEN_SHAKE_EVENING_BREATH,micro_minus_mid
d3_to_d4,OXYGEN_SHAKE_GARLIC__micro_minus_mid,0.0,OXYGEN_SHAKE_GARLIC,micro_minus_mid
d3_to_d4,OXYGEN_SHAKE_MINT__micro_minus_mid,0.0,OXYGEN_SHAKE_MINT,micro_minus_mid
d3_to_d4,OXYGEN_SHAKE_MORNING_BREATH__micro_minus_mid,0.0,OXYGEN_SHAKE_MORNING_BREATH,micro_minus_mid
d3_to_d4,PANEL_1X2__micro_minus_mid,0.0,PANEL_1X2,micro_minus_mid
d3_to_d4,PANEL_1X4__micro_minus_mid,0.0,PANEL_1X4,micro_minus_mid
d3_to_d4,PANEL_2X2__micro_minus_mid,0.0,PANEL_2X2,micro_minus_mid
d3_to_d4,PANEL_2X4__micro_minus_mid,0.0,PANEL_2X4,micro_minus_mid
d3_to_d4,PANEL_4X4__micro_minus_mid,0.0,PANEL_4X4,micro_minus_mid
d3_to_d4,PEBBLES_L__micro_minus_mid,0.0,PEBBLES_L,micro_minus_mid
d3_to_d4,PEBBLES_M__micro_minus_mid,0.0,PEBBLES_M,micro_minus_mid
